rank,style,motion_id,best_caption,best_caption_idx,similarity,source_file
27,proud_confident,M008143,a person stretches left hand forward,0,0.78968847,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008143.txt
28,proud_confident,004181,a person walks forward and puts arms out at sides like trying to balance,2,0.7893856,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004181.txt
29,proud_confident,M004181,a person walks forward and puts arms out at sides like trying to balance,2,0.7893856,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004181.txt
30,proud_confident,M006275,a person who seems to be pointing at someone or something,2,0.78924763,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006275.txt
31,proud_confident,006275,a person who seems to be pointing at someone or something,2,0.78924763,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006275.txt
32,proud_confident,M012281,a person moves both arm in an upward direction fast.,2,0.78904015,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012281.txt
33,proud_confident,012281,a person moves both arm in an upward direction fast.,2,0.78904015,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012281.txt
34,proud_confident,M009370,a person stands still while pointing at things with their left hand,1,0.7889285,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009370.txt
35,proud_confident,M013860,a person standing looks to grab something with their right hand and then put it down infront of them,2,0.78847134,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013860.txt
36,proud_confident,001432,person is holding arms straight up forward.,1,0.78843117,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001432.txt
37,proud_confident,M001432,person is holding arms straight up forward.,1,0.78843117,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001432.txt
38,proud_confident,009370,a person stands still while pointing at things with their right hand,1,0.78805625,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009370.txt
39,proud_confident,009622,person walks forward and lifts right hand to point in front  of them,1,0.78772694,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009622.txt
40,proud_confident,M005250,a person standing with both arms out moves something.,1,0.78738874,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005250.txt
41,proud_confident,005250,a person standing with both arms out moves something.,1,0.78738874,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005250.txt
42,proud_confident,010542,a person standing and raising the right arms and making gestures.,0,0.7867392,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010542.txt
43,proud_confident,010974,a person moves its arm in an upward motion as if to pick something up with both hands,2,0.78660274,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010974.txt
44,proud_confident,M010974,a person moves its arm in an upward motion as if to pick something up with both hands,2,0.78660274,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010974.txt
45,proud_confident,004063,a person trying to strike a pose,1,0.786581,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004063.txt
46,proud_confident,M004063,a person trying to strike a pose,1,0.786581,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004063.txt
47,proud_confident,007903,a person stands and moves right hand side to side,0,0.7861307,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007903.txt
48,proud_confident,M002087,a person walks forward while holding out their arms for balance,0,0.78600574,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002087.txt
49,proud_confident,002087,a person walks forward while holding out their arms for balance,0,0.78600574,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002087.txt
50,proud_confident,M002901,a person picks something up and walks straight forward,2,0.78504944,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002901.txt
51,proud_confident,002901,a person picks something up and walks straight forward,2,0.78504944,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002901.txt
52,proud_confident,M003725,"a person puts their arms out, moves forward and grabs something",1,0.7841421,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003725.txt
53,proud_confident,003725,"a person puts their arms out, moves forward and grabs something",1,0.7841421,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003725.txt
54,proud_confident,M003901,a person waves their arms to the side and forward,0,0.7838726,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003901.txt
55,proud_confident,003901,a person waves their arms to the side and forward,0,0.7838726,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003901.txt
56,proud_confident,M001761,person moves forward and moves left hand with something in it carefully,1,0.78328705,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001761.txt
57,proud_confident,012263,person is standing and puts arms out to side,0,0.7829444,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012263.txt
58,proud_confident,M012263,person is standing and puts arms out to side,0,0.7829444,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012263.txt
59,proud_confident,012675,person walks with both arms straight forward,0,0.7828121,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012675.txt
60,proud_confident,M012675,person walks with both arms straight forward,0,0.7828121,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012675.txt
61,proud_confident,005426,a person reaches forward with his right hand,2,0.78281,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005426.txt
62,proud_confident,006964,person is standing and starts motion to their left,0,0.7828006,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006964.txt
63,proud_confident,003409,a person reaches down with their right hand then stands up and walks straight forward.,0,0.7826854,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003409.txt
64,proud_confident,M008543,a person standing to the side with one hand up.,1,0.781899,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008543.txt
65,proud_confident,008543,a person standing to the side with one hand up.,1,0.781899,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008543.txt
66,proud_confident,005859,a person stands with their arms out straight,1,0.78169256,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005859.txt
67,proud_confident,M005859,a person stands with their arms out straight,1,0.78169256,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005859.txt
68,proud_confident,M010268,a person reaches around in front of them with their right hand.,0,0.7816707,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010268.txt
69,proud_confident,008000,a person reaching over to move something,1,0.7812583,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008000.txt
70,proud_confident,M008000,a person reaching over to move something,1,0.7812583,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008000.txt
71,proud_confident,M011900,a person walks up and forward while holding on to something,0,0.7812261,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011900.txt
72,proud_confident,011900,a person walks up and forward while holding on to something,0,0.7812261,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011900.txt
73,proud_confident,000635,a person quickly folds their arms while standing up,0,0.78101104,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000635.txt
74,proud_confident,M000635,a person quickly folds their arms while standing up,0,0.78101104,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000635.txt
75,proud_confident,M003409,a person reaches down with their left hand then stands up and walks straight forward.,0,0.7806752,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003409.txt
76,proud_confident,003018,a person is standing the brings left and right hand forward.,0,0.7806673,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003018.txt
77,proud_confident,M000154,a person is standing and uses right hand to throw or indicate something. the person then bends forward with hands together as if they are catching something.,1,0.78048855,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000154.txt
78,proud_confident,007971,a person stepped forward and start to scratch something with right hand,2,0.78029144,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007971.txt
79,proud_confident,M013694,a person staggers around a little while gesturing with both hands.,0,0.7802676,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013694.txt
80,proud_confident,013694,a person staggers around a little while gesturing with both hands.,0,0.7802676,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013694.txt
81,proud_confident,M007903,a person stands and moves left hand side to side,0,0.780249,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007903.txt
82,proud_confident,011940,a person steps up and sticks their arm out straight,0,0.78018415,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011940.txt
83,proud_confident,M011940,a person steps up and sticks their arm out straight,0,0.78018415,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011940.txt
84,proud_confident,000380,a person is standing and moving their arm in and outwardly.,0,0.7801409,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000380.txt
85,proud_confident,M000380,a person is standing and moving their arm in and outwardly.,0,0.7801409,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000380.txt
86,proud_confident,M003769,a person standing and gesturing with both hands.,1,0.7801261,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003769.txt
87,proud_confident,003769,a person standing and gesturing with both hands.,1,0.7801261,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003769.txt
88,proud_confident,002292,person quickly raises their right hand,1,0.7799334,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002292.txt
89,proud_confident,012469,a person puts both hands slightly up.,2,0.7795528,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012469.txt
90,proud_confident,M012469,a person puts both hands slightly up.,2,0.7795528,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012469.txt
91,proud_confident,M009754,person is a low stance raises left arm above head and moves forward,1,0.77916807,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009754.txt
92,proud_confident,009906,a person standing in a strong stance,2,0.7791182,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009906.txt
93,proud_confident,M009906,a person standing in a strong stance,2,0.7791182,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009906.txt
94,proud_confident,009129,a person holds their arms out to their side and walks forward trying to balance.,1,0.7785455,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009129.txt
95,proud_confident,M009129,a person holds their arms out to their side and walks forward trying to balance.,1,0.7785455,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009129.txt
96,proud_confident,000447,a person stands still then slightly moves their arms,0,0.7784957,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000447.txt
97,proud_confident,M000447,a person stands still then slightly moves their arms,0,0.7784957,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000447.txt
98,proud_confident,012724,a person steps forward daintily with both hands held straight up,1,0.777871,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012724.txt
99,proud_confident,M012724,a person steps forward daintily with both hands held straight up,1,0.777871,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012724.txt
100,proud_confident,013484,person raises right hand in a slow forward gesture,0,0.7776016,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013484.txt
101,proud_confident,005795,a person points repeatedly with their right hand,1,0.77758086,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005795.txt
102,proud_confident,M013024,a person showming something with both hands,0,0.7775072,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013024.txt
103,proud_confident,013024,a person showming something with both hands,0,0.7775072,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013024.txt
104,proud_confident,009184,a person raises both hands and places them in front of themselves,0,0.77712977,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009184.txt
105,proud_confident,M009184,a person raises both hands and places them in front of themselves,0,0.77712977,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009184.txt
106,proud_confident,M002292,person quickly raises their left hand,1,0.7768663,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002292.txt
107,proud_confident,003999,a person walks forward while raising their right hand and slapping it against something,2,0.77676374,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003999.txt
108,proud_confident,M005192,a person reaches their arms upwards,2,0.7763391,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005192.txt
109,proud_confident,005192,a person reaches their arms upwards,2,0.7763391,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005192.txt
110,proud_confident,M002380,a person stands still then moves their arms up slightly,0,0.77625686,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002380.txt
111,proud_confident,002380,a person stands still then moves their arms up slightly,0,0.77625686,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002380.txt
112,proud_confident,002049,a person points forward with their right hand.,0,0.7761865,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002049.txt
113,proud_confident,014148,a person points forward with their right hand.,2,0.7761865,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014148.txt
114,proud_confident,001768,the person is standing with both hands extend to the side and slightly swaying back and forth.,2,0.77596474,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001768.txt
115,proud_confident,M001768,the person is standing with both hands extend to the side and slightly swaying back and forth.,2,0.77596474,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001768.txt
116,proud_confident,M013782,a person uses one hand to make gestures back and forward in front of their chest.,2,0.77593553,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013782.txt
117,proud_confident,013782,a person uses one hand to make gestures back and forward in front of their chest.,2,0.77593553,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013782.txt
118,proud_confident,008661,a person being slightly pushed forward,2,0.775843,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008661.txt
119,proud_confident,M008661,a person being slightly pushed forward,2,0.775843,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008661.txt
120,proud_confident,001591,a person sticks their right hand up,2,0.77581996,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001591.txt
121,proud_confident,007931,person is gesturing to someone,2,0.77561444,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007931.txt
122,proud_confident,M007931,person is gesturing to someone,2,0.77561444,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007931.txt
123,proud_confident,009754,person is a low stance raises right arm above head and moves forward,1,0.77557224,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009754.txt
124,proud_confident,002387,"a person standing still moves left hand forward , backward  to the side and down.",2,0.7755313,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002387.txt
125,proud_confident,M001272,a person walks forward with arms out to keep balance.,2,0.77538383,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001272.txt
126,proud_confident,001272,a person walks forward with arms out to keep balance.,2,0.77538383,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001272.txt
127,proud_confident,003423,"a person takes slow, steady steps forward with their arms loose at their side",1,0.775371,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003423.txt
128,proud_confident,M003423,"a person takes slow, steady steps forward with their arms loose at their side",1,0.775371,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003423.txt
129,proud_confident,009628,a person throws something forward with both hands.,2,0.77525467,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009628.txt
130,proud_confident,M009628,a person throws something forward with both hands.,2,0.77525467,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009628.txt
131,proud_confident,013453,a person moves their arms from their left to the right.,2,0.77515286,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013453.txt
132,proud_confident,011221,a person stands straight with their arms at their sides moving forward at a reasonable pace.,2,0.7749622,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011221.txt
133,proud_confident,M011221,a person stands straight with their arms at their sides moving forward at a reasonable pace.,2,0.7749622,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011221.txt
134,proud_confident,010942,a person raises their right hand slightly then sets it back down.,0,0.77491724,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010942.txt
135,proud_confident,M010942,a person raises their left hand slightly then sets it back down.,0,0.77487767,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010942.txt
136,proud_confident,006140,person turns around and makes hand gestures,1,0.7748643,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006140.txt
137,proud_confident,M006140,person turns around and makes hand gestures,1,0.7748643,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006140.txt
138,proud_confident,004517,a person standing points at something by lifting their right hand.,0,0.7748237,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004517.txt
139,proud_confident,M009178,a person confidently raises their hand to their chest.,1,0.77480435,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009178.txt
140,proud_confident,009178,a person confidently raises their hand to their chest.,1,0.77480435,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009178.txt
141,proud_confident,002441,person pushes their right arm forward,2,0.7747735,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002441.txt
142,proud_confident,M002387,"a person standing still moves right hand forward , backward  to the side and down.",2,0.7746972,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002387.txt
143,proud_confident,M012600,a person has left arm up to push something away,1,0.77454185,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012600.txt
144,proud_confident,000154,a person is standing and uses left hand to throw or indicate something. the person then bends forward with hands together as if they are catching something.,1,0.77450645,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000154.txt
145,proud_confident,M002049,a person points forward with their left hand.,0,0.7742301,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002049.txt
146,proud_confident,M014148,a person points forward with their left hand.,2,0.7742301,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014148.txt
147,proud_confident,008729,a person standing stretches right hand up,2,0.774126,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008729.txt
148,proud_confident,009793,a person standing moving right arm in an upward motion .,2,0.7740233,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009793.txt
149,proud_confident,010632,a person is strutting forward,0,0.77362597,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010632.txt
150,proud_confident,M010632,a person is strutting forward,0,0.77362597,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010632.txt
151,proud_confident,006565,a person moves something with both hands from left to right.,2,0.7735137,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006565.txt
152,proud_confident,003621,a person is pushing something back and forward with their right hand.,2,0.77343094,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003621.txt
153,proud_confident,M003512,a person slightly raises their left arm while standing up,0,0.7733528,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003512.txt
154,proud_confident,013846,a person steps forward and puts their hand up.,2,0.7732658,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013846.txt
155,proud_confident,M013846,a person steps forward and puts their hand up.,2,0.7732658,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013846.txt
156,proud_confident,008123,a person throws something with their right hand while standing still,0,0.77312887,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008123.txt
157,proud_confident,012823,"a person lifts their right hand up and moves it around, occasionally bringing up their left hand.",1,0.7728785,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012823.txt
158,proud_confident,M009916,a person gestures far in front of them with both hands.,1,0.77287126,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009916.txt
159,proud_confident,009916,a person gestures far in front of them with both hands.,1,0.77287126,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009916.txt
160,proud_confident,M004908,a person puts their arms out on something in front of them,0,0.7728185,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004908.txt
161,proud_confident,004908,a person puts their arms out on something in front of them,0,0.7728185,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004908.txt
162,proud_confident,009485,a person reaches his right arm straight forward,1,0.77275443,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009485.txt
163,proud_confident,M005795,a person points repeatedly with their left hand,1,0.77263546,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005795.txt
164,proud_confident,M011873,a person stands up straight and starts looking around,2,0.77238756,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011873.txt
165,proud_confident,011873,a person stands up straight and starts looking around,2,0.77238756,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011873.txt
166,proud_confident,014190,a person bend the body to right direction,1,0.77236557,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014190.txt
167,proud_confident,M001249,a person steps forward and reaches down to grab or place something with their right hand.,0,0.7723009,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001249.txt
168,proud_confident,M001776,a person who seems to be lifting something with their left hand,2,0.772128,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001776.txt
169,proud_confident,M012823,"a person lifts their left hand up and moves it around, occasionally bringing up their right hand.",1,0.7715728,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012823.txt
170,proud_confident,013057,a person raises their arm and takes a small step forward,1,0.77155584,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013057.txt
171,proud_confident,M013057,a person raises their arm and takes a small step forward,1,0.77155584,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013057.txt
172,proud_confident,012600,a person has right arm up to push something away,1,0.771554,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012600.txt
173,proud_confident,M012678,"a figure raises its hands to shoulder level then lowers them, repeatedly",2,0.7714132,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012678.txt
174,proud_confident,012678,"a figure raises its hands to shoulder level then lowers them, repeatedly",2,0.7714132,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012678.txt
175,proud_confident,003468,the person is posing with hands forward.,2,0.77108854,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003468.txt
176,proud_confident,M003468,the person is posing with hands forward.,2,0.77108854,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003468.txt
177,proud_confident,003020,a person stands still while rocking back and forth,1,0.7710568,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003020.txt
178,proud_confident,002652,a person stands still while rocking back and forth,1,0.7710568,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002652.txt
179,proud_confident,M003020,a person stands still while rocking back and forth,1,0.7710568,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003020.txt
180,proud_confident,M002652,a person stands still while rocking back and forth,1,0.7710568,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002652.txt
181,proud_confident,013624,a person moving closer to something or someone in a ready to fight stance,1,0.7709949,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013624.txt
182,proud_confident,M013624,a person moving closer to something or someone in a ready to fight stance,1,0.7709949,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013624.txt
183,proud_confident,M007380,person is standing with arms out,0,0.7708782,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007380.txt
184,proud_confident,007380,person is standing with arms out,0,0.7708782,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007380.txt
185,proud_confident,001776,a person who seems to be lifting something with their right hand,2,0.7708219,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001776.txt
186,proud_confident,013611,a person steps back to the left and brings the arms upward to the sides.,0,0.7708138,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013611.txt
187,proud_confident,M006565,a person moves something with both hands from right to left.,2,0.7708065,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006565.txt
188,proud_confident,003677,a person gestures with both arms.,2,0.7705193,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003677.txt
189,proud_confident,M003677,a person gestures with both arms.,2,0.7705193,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003677.txt
190,proud_confident,001249,a person steps forward and reaches down to grab or place something with their left hand.,0,0.7702993,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001249.txt
191,proud_confident,M009793,a person standing moving left arm in an upward motion .,2,0.77014136,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009793.txt
192,proud_confident,M013611,a person steps back to the right and brings the arms upward to the sides.,0,0.7700072,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013611.txt
193,proud_confident,003512,a person slightly raises their right arm while standing up,0,0.76982355,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003512.txt
194,proud_confident,M003999,a person walks forward while raising their left hand and slapping it against something,2,0.7697695,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003999.txt
195,proud_confident,M002664,a person raises their right hand and points forward.,0,0.7697536,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002664.txt
196,proud_confident,M010130,a person tosses something upwards with both hands.,2,0.76961756,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010130.txt
197,proud_confident,010130,a person tosses something upwards with both hands.,2,0.76961756,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010130.txt
