motion_id,style,caption,source_file
030177,angry_aggressive,a person turns around counterclock wise to face the other direction while arms are all the way out then bends both arms to touch the corresponding armpit 7 times then relaxes,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030177.txt
M030177,angry_aggressive,a person walks backwards in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030177.txt
030178,angry_aggressive,a person walks backwards in a counter counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030178.txt
M030178,angry_aggressive,the person is doing a spin wheel dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030178.txt
030179,angry_aggressive,"a person walks backwards, turns around then walks backwards again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030179.txt
M030179,angry_aggressive,"a person who is standing with his arms out from his sides drags his feet and body backwards for five steps, stops, turns 180 degrees and slides backwards for six more steps before stopping.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030179.txt
030180,angry_aggressive,a person spins in circles with their arms out.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030180.txt
M030180,angry_aggressive,the person is walking backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030180.txt
030181,angry_aggressive,a person runs in a circle while facing the same direction,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030181.txt
M030181,angry_aggressive,a person runs back and forth in a half a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030181.txt
030182,angry_aggressive,a person runs in a circle twice counter-clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030182.txt
M030182,angry_aggressive,a person runs in a circle twice clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030182.txt
030183,angry_aggressive,the person is running in circles.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030183.txt
M030183,angry_aggressive,"a person runs in a counterclockwise circle, then runs backwards",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030183.txt
030184,angry_aggressive,a person jogs in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030184.txt
M030184,angry_aggressive,"a person runs in a clock wise half-circle, before stopping and walking to the center.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030184.txt
030185,angry_aggressive,a person is running around in circles.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030185.txt
M030185,angry_aggressive,a person jogs in a counter-clockwise circle two and a quarter times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030185.txt
030186,angry_aggressive,a person runs in a counter-clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030186.txt
M030186,angry_aggressive,a person runs in a circle twice clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030186.txt
030187,angry_aggressive,a person hops forward then moves backwards before moving forward again and does two left and two right jabs,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030187.txt
M030187,angry_aggressive,"a person runs in a counter-clockwise circle, then jumps backwards.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030187.txt
030188,angry_aggressive,a person jogging to their left and then right,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030188.txt
M030188,angry_aggressive,a person walks forwards quickly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030188.txt
030189,angry_aggressive,the person paces back and forth from right to left,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030189.txt
M030189,angry_aggressive,"a person turns and runs to the left, then turns around and runs to the right",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030189.txt
030190,angry_aggressive,a person jogs in a counterclockwise circle two and a quarter times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030190.txt
M030190,angry_aggressive,a person is jogging around the room.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030190.txt
030191,angry_aggressive,a person walks around in a counter-clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030191.txt
M030191,angry_aggressive,a person walks in a clockwise circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030191.txt
030192,angry_aggressive,a person walks in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030192.txt
M030192,angry_aggressive,the person is running around in a 8 figurel ike circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030192.txt
030193,angry_aggressive,the person is walking around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030193.txt
M030193,angry_aggressive,a person walks in a clock wise circle then goes to the left a few steps and then goes to the right a few steps.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030193.txt
030194,angry_aggressive,a person jogs in a counter-clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030194.txt
M030194,angry_aggressive,a person walks in a circle twice whilst keeping their body facing the front.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030194.txt
030195,angry_aggressive,a person walks in a clock wise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030195.txt
M030195,angry_aggressive,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030195.txt
030196,angry_aggressive,person walking slightly to the left in six steps,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030196.txt
M030196,angry_aggressive,the man jogs in a circular motion,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030196.txt
030197,angry_aggressive,a person walks in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030197.txt
M030197,angry_aggressive,a person jogs in a counter-clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030197.txt
030198,angry_aggressive,the person was walking forward and was surprised by someone.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030198.txt
M030198,angry_aggressive,"a person walks forward, swings to the side, walks back then to the side.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030198.txt
030199,angry_aggressive,"a person walks forward and trips, then turns around and drags their left leg in pain.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030199.txt
M030199,angry_aggressive,a person walks forward and trips.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030199.txt
030200,angry_aggressive,walking in circles shuffling their feet,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030200.txt
M030200,angry_aggressive,a person slowly walked by making the circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030200.txt
030201,angry_aggressive,a person lifts their left wrist and turns their wrist toward their face and then lowers their wrist again.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030201.txt
M030201,angry_aggressive,a person lifts both arms into the air.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030201.txt
030202,angry_aggressive,the person moves their left hand up to their chest and puts it back down.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030202.txt
M030202,angry_aggressive,"the sim is standing still, appears to shrug their shoulders once.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030202.txt
030203,angry_aggressive,"the person lifts their right hand up to their neck, then drops it back to their side.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030203.txt
M030203,angry_aggressive,"the sim is standing still, appears to shrug their shoulders once.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030203.txt
030204,angry_aggressive,a person curls his left arm up toward his shoulder twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030204.txt
M030204,angry_aggressive,a person kicks with their left leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030204.txt
030205,angry_aggressive,a person quickly folds their arms while standing up,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030205.txt
M030205,angry_aggressive,a person checks watch on right wrist.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030205.txt
030206,angry_aggressive,a person acts as if they are wiping something down with their left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030206.txt
M030206,angry_aggressive,"the person raises their right arm, stretches it out in front of their body, and then lowers and returns their arm back down to the right side of their body.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030206.txt
030207,angry_aggressive,a person quickly checks their wrist watch by raising and lowering their arm quickly,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030207.txt
M030207,angry_aggressive,person is checking the time,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030207.txt
030208,angry_aggressive,a person adjusts their watch with their left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030208.txt
M030208,angry_aggressive,"a person raises their right wrist up to look at it, as if checking the time on a wristwatch",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030208.txt
030209,angry_aggressive,a person checks their watch.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030209.txt
M030209,angry_aggressive,a person curls his left arm up toward his shoulder twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030209.txt
030210,angry_aggressive,a person curls his right arm up toward his shoulder twice.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030210.txt
M030210,angry_aggressive,"the person raises both arms as if in dance pose, while steping forward with the left foot(1), right foot to the side (2), bringing the left foot together with the right (3) completing a half of a box step, then steps back on the right foot (1), to the side with the left foot (2), then drawing the right foot to the left (3) completing a whole box, or the box step in waltz.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030210.txt
030211,angry_aggressive,a person runs sideways to their left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030211.txt
M030211,angry_aggressive,a person hops from one foot to the other and then does a forward kick flip.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030211.txt
030212,angry_aggressive,a person twirls in the air.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030212.txt
M030212,angry_aggressive,a person jogs in place and then comes to a stop.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030212.txt
030213,angry_aggressive,the person is walking like he is depressed.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030213.txt
M030213,angry_aggressive,a person  movements their right arm in a circular motion in front of their body as if they were stirring a pot.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030213.txt
030214,angry_aggressive,the person is walking around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030214.txt
M030214,angry_aggressive,"a person hops on his right foot, turns and steps on his right foot, turns and steps left foot, the a long step right foot.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030214.txt
030215,angry_aggressive,a person jogs in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030215.txt
M030215,angry_aggressive,a person jogs in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030215.txt
030216,angry_aggressive,moving the hands and legs like a exercises.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030216.txt
M030216,angry_aggressive,a person jogs and then skips to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030216.txt
030217,angry_aggressive,person is running straight ahead,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030217.txt
M030217,angry_aggressive,a person swings their arms and body around as if they are dancing.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030217.txt
030218,angry_aggressive,a person jogs in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030218.txt
M030218,angry_aggressive,a person hopping on one leg in a clockwise motion and then changing the hopping leg,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030218.txt
030219,angry_aggressive,a person shuffles to his left and then back to his left,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030219.txt
M030219,angry_aggressive,a person jogs sideways back and forth before coming to a stop,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030219.txt
030220,angry_aggressive,a person takes a big step sideways to the right,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030220.txt
M030220,angry_aggressive,a person shuffles to the left and then shuffles back to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030220.txt
030221,angry_aggressive,the person is shuffling with 1 foot,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030221.txt
M030221,angry_aggressive,a person appears to be dancing to i'm a little tea pot.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030221.txt
030222,angry_aggressive,a person walks forward with their legs spread far apart.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030222.txt
M030222,angry_aggressive,"a person dances with their arms out in front of them, like a salsa.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030222.txt
030223,angry_aggressive,"a person walks to the left, then turns around and walks forward.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030223.txt
M030223,angry_aggressive,a person walks in a circle clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030223.txt
030224,angry_aggressive,a person is dancing side to side and turning.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030224.txt
M030224,angry_aggressive,a person is walking in a circle clockwise whilst pulling something with both hands,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030224.txt
030225,angry_aggressive,a person is walking while looking around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030225.txt
M030225,angry_aggressive,a person is walking while holding something and then looking at their phone,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030225.txt
030226,angry_aggressive,a person is walking sideways with their arms out and hunched down.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030226.txt
M030226,angry_aggressive,a person dances around the room,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030226.txt
030227,angry_aggressive,a person is dancing the cha cha.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030227.txt
M030227,angry_aggressive,a person walks in a circle clockwise.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030227.txt
030228,angry_aggressive,"a person walks forward to the right, steps up going back to the right and steps down two times.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030228.txt
M030228,angry_aggressive,a person is dancing the cha cha.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030228.txt
030229,angry_aggressive,the person is taking side steps from the right to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030229.txt
M030229,angry_aggressive,"the toon is standing, shifting a bit before jolting from their right side to their left side.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030229.txt
030230,angry_aggressive,"a person walks sideways to the right, stops, then walks sideways to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030230.txt
M030230,angry_aggressive,a man sidesteps to the right before sidestepping back to the left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030230.txt
030231,angry_aggressive,"a person walks forward, turns around and walks back, then trips and turns around again walking forward with a limp.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030231.txt
M030231,angry_aggressive,"a person walks forward, turns around and walks back, then trips and turns around again walking forward with a limp.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030231.txt
030232,angry_aggressive,"person walks backwards, then forwards, then spreads arms out.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030232.txt
M030232,angry_aggressive,the person is walking forward and turns around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030232.txt
030233,angry_aggressive,walking in a diagonal line.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030233.txt
M030233,angry_aggressive,a person sits on the ground and crosses his legs. then gets ready to get up.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030233.txt
030234,angry_aggressive,"a person walks to the left, climbs a ladder, then climbs down",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030234.txt
M030234,angry_aggressive,a person leans over to grab something and wipes the wall.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030234.txt
030235,angry_aggressive,a person walks backwards then runs forwards before walking back one more time.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030235.txt
M030235,angry_aggressive,a person runs around the room and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030235.txt
030236,angry_aggressive,a person skips in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030236.txt
M030236,angry_aggressive,"a person runs forward and then kicks, walks backwards to return to original spot, and then runs forward again repeating kicking motion.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030236.txt
030237,angry_aggressive,the person is walking backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030237.txt
M030237,angry_aggressive,a person walks around the room in a counterclockwise position.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030237.txt
030238,angry_aggressive,a person bends down touching their hands to their feet.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030238.txt
M030238,angry_aggressive,a person dances side to side delightedly with a few high kicks with their left and right leg,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030238.txt
030239,angry_aggressive,"a person jogs backwards, then walks backwards and then runs forwards in a circle.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030239.txt
M030239,angry_aggressive,a person strafing around something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030239.txt
030240,angry_aggressive,a person side steps to both sides,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/030240.txt
M030240,angry_aggressive,"a man side steps to the left, then to right, then back to the left before stopping.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M030240.txt
