motion_id,style,caption,source_file
M034167,old_elderly,"a person picks something up from the ground, twists the top off and begins drinking or eating whatever it is.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034167.txt
034168,old_elderly,"a person picks something up, puts it down somewhere else, then starts moving something in front of them.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034168.txt
M034168,old_elderly,the person was leaning over touching the ground and then walked a few steps.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034168.txt
034169,old_elderly,a person washes a car.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034169.txt
M034169,old_elderly,the person is walking holding onto a handrail.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034169.txt
034170,old_elderly,a person grabbed something and throw it away,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034170.txt
M034170,old_elderly,"a person takes a few steps backwards, and then carefully takes more steps backwards while ascending.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034170.txt
034171,old_elderly,a person is standing looking around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034171.txt
M034171,old_elderly,the person is walking forward.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034171.txt
034172,old_elderly,"a person picks something up with their right hand, looks at it, and then puts it down with their left hand.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034172.txt
M034172,old_elderly,a person bends over and moves their right hand back and forth horizontally several times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034172.txt
034173,old_elderly,a person stands while flailing their arm in random motions.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034173.txt
M034173,old_elderly,a person is bent over and is moving his right hand like he is washing something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034173.txt
034174,old_elderly,a person bends over to grab something from the ground with there right hand and stands back up.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034174.txt
M034174,old_elderly,the person was looking at the damage to his left leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034174.txt
034175,old_elderly,the man washes his right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034175.txt
M034175,old_elderly,a person washes a car.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034175.txt
034176,old_elderly,"a person picks something up from the ground, twists the top off and begins drinking or eating whatever it is.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034176.txt
M034176,old_elderly,"a person picks something up, puts it down somewhere else, then starts moving something in front of them.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034176.txt
034177,old_elderly,"a person is bent over, stands up and walks backwards",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034177.txt
M034177,old_elderly,"a person is bent over forward, swinging their arms back and forth crossing them, back and forth, stands up straight, steps back and raises both arms creating a y",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034177.txt
034178,old_elderly,"a person is bent over, stands up and walks backwards",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034178.txt
M034178,old_elderly,the person is shaking hands with his right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034178.txt
034179,old_elderly,a person is moving something with both hands.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034179.txt
M034179,old_elderly,a person is moving their hips in a circular motion with their arms strechted outward to the sides,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034179.txt
034180,old_elderly,"a person bends over at the waist, picks up an item, turns to their right with the item in hand, and sets it down, then repeats the actions again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034180.txt
M034180,old_elderly,the person was turning around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034180.txt
034181,old_elderly,a person is dragging their left leg while looking around as if fleftened,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034181.txt
M034181,old_elderly,"person has their shoulders moved upwards, and they're moving their legs forwards one leg at a time. finally they move their head in an upwards and downwards motion as if they're a chicken",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034181.txt
034182,old_elderly,"a person walks around, squats down and flexes like they are dangerous, and repeats.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034182.txt
M034182,old_elderly,the person is fluttering his arms and kicking is like in a dance pose.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034182.txt
034183,old_elderly,a person is walking around and something touches their arm.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034183.txt
M034183,old_elderly,a person turns around counterclockwise and steps a few feet then turns clockwise and steps a few feet and opens something with their left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034183.txt
034184,old_elderly,a person is walking with his knees bent.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034184.txt
M034184,old_elderly,a person limps as they walk forward,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034184.txt
034185,old_elderly,"a person walks around with their arms bent backwards, imitating a chicken",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034185.txt
M034185,old_elderly,a person walks around the room and looks around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034185.txt
034186,old_elderly,a person walks around slowly mimicking a chicken.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034186.txt
M034186,old_elderly,a person is walking around slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034186.txt
034187,old_elderly,a person is walking around slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034187.txt
M034187,old_elderly,a person walks around with his hands close together.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034187.txt
034188,old_elderly,a person limps while putting their hands on their left leg,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034188.txt
M034188,old_elderly,"a person walks in a circle motion with their hands up, infront of them.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034188.txt
034189,old_elderly,a person limps as they walk forward,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034189.txt
M034189,old_elderly,the person is walking like he is depressed.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034189.txt
034190,old_elderly,a person is walking around slowly.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034190.txt
M034190,old_elderly,a person turns around and walks around as if they are dancing in a club.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034190.txt
034191,old_elderly,"a person walks forward, turns around and walks back.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034191.txt
M034191,old_elderly,a person is standing looking around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034191.txt
034192,old_elderly,"a person leans over,grabs something, and does the same with his other hand.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034192.txt
M034192,old_elderly,a person seems to be shaking their hands quickly while then leaning forward and lifting their right leg slightly off the ground.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034192.txt
034193,old_elderly,a person leans over and takes something from his left side and places it to his right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034193.txt
M034193,old_elderly,a person grabbed something and put it somewhere,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034193.txt
034194,old_elderly,a person slowly rotates their stance counter counterclockwise,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034194.txt
M034194,old_elderly,the person was moving something to the right.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034194.txt
034195,old_elderly,"a person bends over, twists, kneels down and then stands back up.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034195.txt
M034195,old_elderly,a person is looking around and walking like a bear and swatting things with their hands.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034195.txt
034196,old_elderly,"a person reaches down with their right arm, walks to the right and then does a petting motion with their right arm from up to down.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034196.txt
M034196,old_elderly,a person is looking around with binoculars,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034196.txt
034197,old_elderly,a person seems to be shaking their hands quickly while then leaning forward and lifting their right leg slightly off the ground.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034197.txt
M034197,old_elderly,a person bends over to their left to grab something and then moves to their left to scrub or brush something with their left hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034197.txt
034198,old_elderly,a person is looking around and then swings their arms around,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034198.txt
M034198,old_elderly,a person leans over and takes something from his right side and places it to his left.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034198.txt
034199,old_elderly,"a person turns around, then walks forward and puts something down.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034199.txt
M034199,old_elderly,a person rotates while leaning from one side to the other.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034199.txt
034200,old_elderly,a person is looking around while standing still.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034200.txt
M034200,old_elderly,"a person reaches out with their right arm, with their elbow bent and their hand raised in front of them. then returns to a neutral position with both arms by the person's side.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034200.txt
034201,old_elderly,the person stands with their hands stretched out in front of them.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034201.txt
M034201,old_elderly,the person is shaking their shoulders.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034201.txt
034202,old_elderly,the person stands with their hands stretched out in front of them.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034202.txt
M034202,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034202.txt
034203,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034203.txt
M034203,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034203.txt
034204,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034204.txt
M034204,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034204.txt
034205,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034205.txt
M034205,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034205.txt
034206,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034206.txt
M034206,old_elderly,the person is shaking their shoulders standing up and again bending at the waist.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034206.txt
034207,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034207.txt
M034207,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034207.txt
034208,old_elderly,the person stands with their hands stretched out in front of them.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034208.txt
M034208,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034208.txt
034209,old_elderly,a person stands with arms at their side and then alternatively moves their shoulders up and down in a shimmying motion.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034209.txt
M034209,old_elderly,a person leans forward and shakes their shoulders before leaning up to their original position,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034209.txt
034210,old_elderly,the person stands with shoulders hunched. he then raises both arms as if accepting a package,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034210.txt
M034210,old_elderly,a person leans forward and shakes his shoulders before leaning up to their original position,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034210.txt
034211,old_elderly,a person holds their arms out to their side and walks forward trying to balance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034211.txt
M034211,old_elderly,"person holds something in right hand while he passes something out one at a time in a half circular motion in front of him, afterwhich they put the object down in front of them, and finally made sweeping motion with their left arm.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034211.txt
034212,old_elderly,"a person limps around the floor, waving their arms to keep balance.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034212.txt
M034212,old_elderly,"a person is bend over with their arms behind them, then swings them around, pauses to rise slightly, and then resumes swinging them.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034212.txt
034213,old_elderly,a person is moving his body and hips around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034213.txt
M034213,old_elderly,the man started walking and turned around and started running and then stop quick.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034213.txt
034214,old_elderly,the man is walking around in a circle in a hunched position as if to show he is sneaking.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034214.txt
M034214,old_elderly,the man started walking and turned around and started running and then stop quick.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034214.txt
034215,old_elderly,the person is moving something around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034215.txt
M034215,old_elderly,"the man stiffly walks around the space, saliently leaning his side to the walking leg.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034215.txt
034216,old_elderly,a person is performing a dance,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034216.txt
M034216,old_elderly,"a person is bend over at the waist, walking towards the left, holding their right arm up towards their face, while swinging their right arm they rear back and fist pump their left arm.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034216.txt
034217,old_elderly,a person is walking with a wounded leg,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034217.txt
M034217,old_elderly,a person is dragging their right leg while looking around as if fleftened,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034217.txt
034218,old_elderly,the person is walking like a monster.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034218.txt
M034218,old_elderly,"a person limps forward in a diagonal line, turns 180 degrees, and sprints back to original starting point",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034218.txt
034219,old_elderly,the person is holding their back because of a backache.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034219.txt
M034219,old_elderly,the man damages his right knee accidently,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034219.txt
034220,old_elderly,a person bends down and walks forward while hunched over.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034220.txt
M034220,old_elderly,"a person is bend over with their arms behind them, then swings them around, pauses to rise slightly, and then resumes swinging them.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034220.txt
034221,old_elderly,a person is bent over and is moving his left hand like he is washing something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034221.txt
M034221,old_elderly,"person is bent over, as if gripping his chest with left hand and his right arm listlessly swinging - holding this position, he takes 3 steps forward. he then changes trajectory of direction. turns appx 45 degrees to his right, keeping the same bent over position and still gripping his chest. he takes 6 steps forward in his new direction and appears to wave someone for help with his right arm lifted above his head.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034221.txt
034222,old_elderly,a person leans forward while holding their right hand out in front of them,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034222.txt
M034222,old_elderly,a person bends over to grab something from the ground with there right hand and stands back up.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034222.txt
034223,old_elderly,"person is bent over, as if gripping his chest with left hand and his right arm listlessly swinging - holding this position, he takes 3 steps forward. he then changes trajectory of direction. turns appx 45 degrees to his right, keeping the same bent over position and still gripping his chest. he takes 6 steps forward in his new direction and appears to wave someone for help with his right arm lifted above his head.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034223.txt
M034223,old_elderly,a person leans left while adjusting something then step around to their right to touch something woth their right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034223.txt
034224,old_elderly,a person acting like a chicken.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034224.txt
M034224,old_elderly,"a person picks something up from the ground, twists the top off and begins drinking or eating whatever it is.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034224.txt
034225,old_elderly,a person leans over to grab something and wipes the wall.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034225.txt
M034225,old_elderly,"a person bends over to grab something with his right hand and his left hand, then stands up and turns to his right.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034225.txt
034226,old_elderly,a person picks up a heavy object and throws it with both hands.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034226.txt
M034226,old_elderly,a person bends over to grab something from the ground with both hands and then stands back up.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034226.txt
034227,old_elderly,a person bends over to grab something from the ground with both hands and then places the object down to the ground before standing up again.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034227.txt
M034227,old_elderly,a person picks up a heavy object and throws it with both hands.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034227.txt
034228,old_elderly,"a person bends over at the waist, picks up an item, turns to their right with the item in hand, and sets it down, then repeats the actions again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034228.txt
M034228,old_elderly,a person picks up a heavy object and throws it with both hands.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034228.txt
034229,old_elderly,a person is standing with arms at sides. takes left arm and runs it up chest pushing away at the end as if discarding something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034229.txt
M034229,old_elderly,"person stands with elbows bent and hands tucked in close to the body, then flaps both arms up and down.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034229.txt
034230,old_elderly,a person is moving his body and hips around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034230.txt
M034230,old_elderly,a person is bent over and looking around,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034230.txt
034231,old_elderly,a person is bent over and looking around,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034231.txt
M034231,old_elderly,a person is bent over and looking around,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034231.txt
034232,old_elderly,"a man bends over at he holds something in his right hand and brushes its top and bottom with his left hand, before setting it down and sidestepping to his left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034232.txt
M034232,old_elderly,a person bends over and moves their left hand back and forth horizontally several times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034232.txt
034233,old_elderly,person is doing a dance,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034233.txt
M034233,old_elderly,a person bends down and looks around while stepping back and forth.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034233.txt
034234,old_elderly,person is moving something around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034234.txt
M034234,old_elderly,the man bends forward and shakes his shoulders.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034234.txt
034235,old_elderly,a person bends over to look at something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034235.txt
M034235,old_elderly,"a person bends over to pick something up with their left hand, walks around in a clockwise circle, and then moves their left hand to the same area.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034235.txt
034236,old_elderly,a person walks around some stairs.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034236.txt
M034236,old_elderly,a person is washing their right arm.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034236.txt
034237,old_elderly,person leans over to the right and clasps something with both hands while making a brushing motion,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034237.txt
M034237,old_elderly,a person bends over and leans back while putting their left hand on their leg.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034237.txt
034238,old_elderly,"a person washes or scrubs something with their left hand. they then bend over and grab something in front of them with their right hand, returning to pour some of it out (like soap or water) then places it back, all while continuing this scrubbing motion with the other hand.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034238.txt
M034238,old_elderly,a person bends over and moves their left hand back and forth horizontally several times.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034238.txt
034239,old_elderly,the person moves around and swats something with their left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034239.txt
M034239,old_elderly,a person grabbed something and start to sweep with something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034239.txt
034240,old_elderly,"a person holds their arms out and spins in circles, then spins the opposite direction",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/034240.txt
M034240,old_elderly,"a person grabs something at eye-level and begins to walk away, but walks back and puts something down closer to the ground before walking away again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M034240.txt
035921,old_elderly,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035921.txt
M035921,old_elderly,a person walks backward in a clockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035921.txt
035922,old_elderly,a person does the moon walk.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035922.txt
M035922,old_elderly,a person walks backwards in a counterclockwise curve.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035922.txt
035923,old_elderly,a person is walking backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035923.txt
M035923,old_elderly,a person who is walking backwards,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035923.txt
035924,old_elderly,a person spins around in circles while pacing.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035924.txt
