rank,style,motion_id,best_caption,best_caption_idx,similarity,source_file
38,old_elderly,M002049,a person reaches forward with their left arm,1,0.7677641,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002049.txt
39,old_elderly,M002092,a person bends left arm and moves it back and forth several times while slightly leaning to the left.,1,0.76683676,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002092.txt
40,old_elderly,008130,a person bends forward slightly at the waist and continually uses the right hand to stroke something softly,2,0.76507187,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008130.txt
41,old_elderly,M004257,"a person slowly reaches forward with their left hand and quickly reaches out in front of them, then brings their arm back",1,0.7649846,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004257.txt
42,old_elderly,M014083,a person slowly stretching,2,0.76454717,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014083.txt
43,old_elderly,014083,a person slowly stretching,2,0.76454717,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014083.txt
44,old_elderly,013780,person leans forward and stretches out left hand to move something around,1,0.76392376,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013780.txt
45,old_elderly,005214,"a person is sitting down, while slightly moving its arms.",2,0.76379395,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005214.txt
46,old_elderly,M005214,"a person is sitting down, while slightly moving its arms.",2,0.76379395,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005214.txt
47,old_elderly,008000,a person reaching over to move something,1,0.7637485,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008000.txt
48,old_elderly,M008000,a person reaching over to move something,1,0.7637485,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008000.txt
49,old_elderly,M004067,a person reaches forward with the left hand and then lets their arm drop to their side.,0,0.76365256,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004067.txt
50,old_elderly,006647,a person picks up a chair and moves it to the left.,1,0.76331884,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006647.txt
51,old_elderly,M002346,the person sits down whilst their left arm is shaking,1,0.7632451,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002346.txt
52,old_elderly,002475,a person slowly lifts something from the left to the right.,2,0.76312286,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002475.txt
53,old_elderly,002049,a person reaches forward with their right arm,1,0.7630391,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002049.txt
54,old_elderly,003423,"a person takes slow, steady steps forward with their arms loose at their side",1,0.7630361,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003423.txt
55,old_elderly,M003423,"a person takes slow, steady steps forward with their arms loose at their side",1,0.7630361,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003423.txt
56,old_elderly,004257,"a person slowly reaches forward with their right hand and quickly reaches out in front of them, then brings their arm back",1,0.762588,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004257.txt
57,old_elderly,009429,person is sitting down leaving at someone with the right arm.,0,0.7621414,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009429.txt
58,old_elderly,M006395,"a person reaches out with their left arm as if to grab something, then drop their arm back to the side",1,0.76162815,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006395.txt
59,old_elderly,010974,a person moves its arm in an upward motion as if to pick something up with both hands,2,0.7615756,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010974.txt
60,old_elderly,M010974,a person moves its arm in an upward motion as if to pick something up with both hands,2,0.7615756,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010974.txt
61,old_elderly,M013780,person leans forward and stretches out right hand to move something around,1,0.76135457,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013780.txt
62,old_elderly,003472,"a person takes a few steps forward and bend down slightly, takes their right arm and opens something",1,0.7611993,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003472.txt
63,old_elderly,008143,a person stretches right hand forward,0,0.76092,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008143.txt
64,old_elderly,M012220,"a person bends over, trying to pick something up with his left hand",1,0.76050436,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012220.txt
65,old_elderly,012220,"a person bends over, trying to pick something up with his right hand",1,0.76001066,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012220.txt
66,old_elderly,001075,a person struggles to get out of a chair.,1,0.7599586,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001075.txt
67,old_elderly,M001075,a person struggles to get out of a chair.,1,0.7599586,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001075.txt
68,old_elderly,M008143,a person stretches left hand forward,0,0.75971013,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008143.txt
69,old_elderly,011740,"a person is sitting down, moves his hand up to his face and back down",0,0.75969684,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011740.txt
70,old_elderly,M011740,"a person is sitting down, moves his hand up to his face and back down",0,0.75969684,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011740.txt
71,old_elderly,001694,a person bends forward and reaches down with hand.,2,0.7595372,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001694.txt
72,old_elderly,M001694,a person bends forward and reaches down with hand.,2,0.7595372,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001694.txt
73,old_elderly,M004436,"a person bends down, picks something up with their left arm, and walks forward.",2,0.759378,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004436.txt
74,old_elderly,M001847,a person bends over and moves their left hand back and forth horizontally several times.,2,0.75930727,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001847.txt
75,old_elderly,010548,"a person steps forward, bends down with their arms slightly elevated, then gets back up.",2,0.7591022,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010548.txt
76,old_elderly,M010548,"a person steps forward, bends down with their arms slightly elevated, then gets back up.",2,0.7591022,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010548.txt
77,old_elderly,013258,person moves into a seated position,2,0.75874245,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013258.txt
78,old_elderly,M013258,person moves into a seated position,2,0.75874245,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013258.txt
79,old_elderly,M006647,a person picks up a chair and moves it to the right.,1,0.75845504,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006647.txt
80,old_elderly,M010812,a person leans down as if to pick up something heavy and and tosses it to their left.,0,0.75825536,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010812.txt
81,old_elderly,M012739,a person moves slightly to his left and sits down.,0,0.75800586,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012739.txt
82,old_elderly,008934,a person recovering from a push to their left,2,0.7576649,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008934.txt
83,old_elderly,M011939,person slowly moves right arm up in the air,2,0.7575531,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011939.txt
84,old_elderly,M009016,a person moves their arm back and forth in a pulling motion.,2,0.7572173,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009016.txt
85,old_elderly,009016,a person moves their arm back and forth in a pulling motion.,2,0.7572173,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009016.txt
86,old_elderly,001435,"a person slowly extends their left arm forward, then drops it back to a neutral stance.",2,0.75721246,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001435.txt
87,old_elderly,M006409,a person stretches out its left arm then moves it back to its side.,0,0.7571244,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006409.txt
88,old_elderly,006395,"a person reaches out with their right arm as if to grab something, then drop their arm back to the side",1,0.75712204,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006395.txt
89,old_elderly,M002475,a person slowly lifts something from the right to the left.,2,0.75703645,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002475.txt
90,old_elderly,004089,a person warms up their arms before going ahead and sitting down,1,0.7563244,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004089.txt
91,old_elderly,M004089,a person warms up their arms before going ahead and sitting down,1,0.7563244,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004089.txt
92,old_elderly,M007281,"a person bends over slightly and picks something up on their right side, and puts it down on their left side",2,0.756052,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007281.txt
93,old_elderly,M006182,the person gets up from a chair and turns back.,1,0.75593615,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006182.txt
94,old_elderly,006182,the person gets up from a chair and turns back.,1,0.75593615,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006182.txt
95,old_elderly,M006592,a person slowly walked forward while grabbing something with right hand,2,0.75587416,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006592.txt
96,old_elderly,M010540,a person raises their left foot and brings it down quickly.,2,0.75572056,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010540.txt
97,old_elderly,M000119,a person who is sitting with their arms bent turns their arms back and forth,1,0.7556027,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000119.txt
98,old_elderly,000119,a person who is sitting with their arms bent turns their arms back and forth,1,0.7556027,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000119.txt
99,old_elderly,004436,"a person bends down, picks something up with their right arm, and walks forward.",2,0.7556018,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004436.txt
100,old_elderly,010630,"a person carefully paces back and forth, their arms loose at their sides.",2,0.7555728,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010630.txt
101,old_elderly,M010630,"a person carefully paces back and forth, their arms loose at their sides.",2,0.7555728,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010630.txt
102,old_elderly,M002912,a person slowly walks backwards with their arms at their side to balance,1,0.7553897,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002912.txt
103,old_elderly,002912,a person slowly walks backwards with their arms at their side to balance,1,0.7553897,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002912.txt
104,old_elderly,M005096,"a person doing something while sitting and raised the left hand , while leaned it to face",2,0.7553337,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005096.txt
105,old_elderly,M002677,a person bends down to sitting position with arms pressing ground.,2,0.7552884,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002677.txt
106,old_elderly,002677,a person bends down to sitting position with arms pressing ground.,2,0.7552884,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002677.txt
107,old_elderly,M009638,a person recovering from a push to the left,0,0.7551694,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009638.txt
108,old_elderly,M010038,"while slightly crouched, a person puts up their left hand.",2,0.75477445,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010038.txt
109,old_elderly,M009970,a person repeatedly reaches for an object and appears to put it back with their left hand.,1,0.7547,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009970.txt
110,old_elderly,009485,a person reaches his right arm straight forward,1,0.7546551,/Data/yash.bhardwaj/datasets/HumanML3D/texts/009485.txt
111,old_elderly,011939,person slowly moves left arm up in the air,2,0.7546195,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011939.txt
112,old_elderly,001249,a person steps forward and reaches down to grab or place something with their left hand.,0,0.7545753,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001249.txt
113,old_elderly,M008825,a person lifts something up and sets it down to their left.,2,0.75451696,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008825.txt
114,old_elderly,M002447,a person bends over and picks something up with their left hand.,2,0.75444865,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002447.txt
115,old_elderly,M004449,a person bends towards his left and goes up and down.,2,0.7544342,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004449.txt
116,old_elderly,M007593,a crouching person makes movement of his body and arms slowly,1,0.75442314,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M007593.txt
117,old_elderly,007593,a crouching person makes movement of his body and arms slowly,1,0.75442314,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007593.txt
118,old_elderly,010038,"while slightly crouched, a person puts up their right hand.",2,0.75422955,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010038.txt
119,old_elderly,012499,a person strafes back and forth from right to left.,1,0.75421345,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012499.txt
120,old_elderly,005380,a person bends down and picks up something gets up and stops,2,0.75415945,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005380.txt
121,old_elderly,M005380,a person bends down and picks up something gets up and stops,2,0.75415945,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005380.txt
122,old_elderly,002716,"a person bends down to pick something up with one hand, stands up and walks forward, then moves their arm back and forth",1,0.7540662,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002716.txt
123,old_elderly,M002716,"a person bends down to pick something up with one hand, stands up and walks forward, then moves their arm back and forth",1,0.7540662,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002716.txt
124,old_elderly,M009485,a person reaches his left arm straight forward,1,0.7537546,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M009485.txt
125,old_elderly,004449,a person bends towards his right and goes up and down.,2,0.75371337,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004449.txt
126,old_elderly,002447,a person bends over and picks something up with their right hand.,2,0.7535999,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002447.txt
127,old_elderly,000929,a person picks something up and moves their hand over it,2,0.75335336,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000929.txt
128,old_elderly,M000929,a person picks something up and moves their hand over it,2,0.75335336,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000929.txt
129,old_elderly,M008199,a slouched person hits something softly with their left hand,1,0.75305223,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008199.txt
130,old_elderly,002583,"a sitting person reaches forward and grabs something close to them, then raises it to their head.",0,0.7530367,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002583.txt
131,old_elderly,M002583,"a sitting person reaches forward and grabs something close to them, then raises it to their head.",0,0.7530367,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002583.txt
132,old_elderly,010775,a person lifting their left arm and then dropping it back down,1,0.7528906,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010775.txt
133,old_elderly,010786,a person that gets down on their knees using their left hand to support them to get down,2,0.7528602,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010786.txt
134,old_elderly,004178,a person moves their right arm up and down in front of them,2,0.7527639,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004178.txt
135,old_elderly,M010775,a person lifting their right arm and then dropping it back down,1,0.75264794,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010775.txt
136,old_elderly,000046,a person raises its left hand and sets it back down.,2,0.75232315,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000046.txt
137,old_elderly,M001756,a person reaches out to grab something with his left arm and then attempts to drag it backwards.,1,0.752314,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001756.txt
138,old_elderly,M001435,"a person slowly extends their right arm forward, then drops it back to a neutral stance.",2,0.7523018,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001435.txt
139,old_elderly,001473,a person backs up and sits in a chair with their arms at their sides and then gets up from the chair,2,0.7522975,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001473.txt
140,old_elderly,M001473,a person backs up and sits in a chair with their arms at their sides and then gets up from the chair,2,0.7522975,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001473.txt
141,old_elderly,003732,a person bends over and grabs something from the ground with there right hand and stands back up.,1,0.75217307,/Data/yash.bhardwaj/datasets/HumanML3D/texts/003732.txt
142,old_elderly,006023,a person reaches down towards their left leg and then goes back up to standing position,2,0.75211215,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006023.txt
143,old_elderly,006409,a person stretches out its right arm then moves it back to its side.,0,0.75210464,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006409.txt
144,old_elderly,005516,a person slowly walked forward while grabbing the hands,1,0.75203764,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005516.txt
145,old_elderly,M005516,a person slowly walked forward while grabbing the hands,1,0.75203764,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M005516.txt
146,old_elderly,000383,"a person steps back and uses arms to lower themselves into a seat, then stands back up and takes a step forward",0,0.7520178,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000383.txt
147,old_elderly,M000383,"a person steps back and uses arms to lower themselves into a seat, then stands back up and takes a step forward",0,0.7520178,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000383.txt
148,old_elderly,006592,a person slowly walked forward while grabbing something with left hand,2,0.75174046,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006592.txt
149,old_elderly,M013570,person bends over slightly and puts something down,1,0.75166494,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013570.txt
150,old_elderly,013570,person bends over slightly and puts something down,1,0.75166494,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013570.txt
151,old_elderly,005096,"a person doing something while sitting and raised the right hand , while leaned it to face",2,0.7515656,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005096.txt
152,old_elderly,008295,a person struggles to sit down.,1,0.75151134,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008295.txt
153,old_elderly,M008295,a person struggles to sit down.,1,0.75151134,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M008295.txt
154,old_elderly,M004935,a person lifts something with both hands and moves it towards their left side then sets it down,2,0.75143284,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004935.txt
155,old_elderly,M006556,a person moves their left hand in front of their body quickly.,0,0.75142014,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M006556.txt
156,old_elderly,M011297,a person raises their left leg then sets it back down.,1,0.7514025,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011297.txt
157,old_elderly,010200,a person raises their left leg then sets it back down.,1,0.7514025,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010200.txt
158,old_elderly,001565,a person reaches down and picks something up on their left side with both hands and sets it down on their right side.,0,0.7514013,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001565.txt
159,old_elderly,012739,a person moves slightly to his right and sits down.,0,0.75135326,/Data/yash.bhardwaj/datasets/HumanML3D/texts/012739.txt
160,old_elderly,014523,a person bends down and lifts up something.,0,0.7512498,/Data/yash.bhardwaj/datasets/HumanML3D/texts/014523.txt
161,old_elderly,M014523,a person bends down and lifts up something.,0,0.7512498,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M014523.txt
162,old_elderly,M012256,a person steps forward then kicks something hard with their left arm,1,0.7511293,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012256.txt
163,old_elderly,004994,"a person reaches their left hand, touches their head, and then lowers the hand back down",1,0.7510253,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004994.txt
164,old_elderly,M004994,"a person reaches their right hand, touches their head, and then lowers the hand back down",1,0.75098187,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004994.txt
165,old_elderly,011623,"a person limps back and forth, dragging their right leg with their hands.",1,0.7508496,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011623.txt
166,old_elderly,001847,a person bends over and moves their right hand back and forth horizontally several times.,2,0.7506636,/Data/yash.bhardwaj/datasets/HumanML3D/texts/001847.txt
167,old_elderly,M003374,a person slightly bends over to pick something up and then sets it down to his left.,1,0.75031126,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003374.txt
168,old_elderly,006288,a person in a seated position moves their right hand up and down while keeping their left hand in place.,2,0.7502686,/Data/yash.bhardwaj/datasets/HumanML3D/texts/006288.txt
169,old_elderly,M003531,person is in a seating position and moved slowly towards the left turning head,2,0.75024056,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003531.txt
170,old_elderly,M011635,a person raised left hand and pull it down,1,0.750007,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011635.txt
171,old_elderly,005366,a person slowly walks forward hunched over and then picks something up with their left hand.,0,0.749872,/Data/yash.bhardwaj/datasets/HumanML3D/texts/005366.txt
172,old_elderly,000335,a person raises its left arm then sets it back down.,1,0.74987185,/Data/yash.bhardwaj/datasets/HumanML3D/texts/000335.txt
173,old_elderly,M001565,a person reaches down and picks something up on their right side with both hands and sets it down on their left side.,0,0.74985075,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001565.txt
174,old_elderly,002346,the person sits down whilst their right arm is shaking,1,0.74977493,/Data/yash.bhardwaj/datasets/HumanML3D/texts/002346.txt
175,old_elderly,M003732,a person bends over and grabs something from the ground with there left hand and stands back up.,1,0.7497078,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M003732.txt
176,old_elderly,013585,a person goes from standing to sitting in a chair,1,0.74957585,/Data/yash.bhardwaj/datasets/HumanML3D/texts/013585.txt
177,old_elderly,M013585,a person goes from standing to sitting in a chair,1,0.74957585,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M013585.txt
178,old_elderly,M010135,a person is sitting and makes slight movements of his hands,0,0.74953127,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M010135.txt
179,old_elderly,010135,a person is sitting and makes slight movements of his hands,0,0.74953127,/Data/yash.bhardwaj/datasets/HumanML3D/texts/010135.txt
180,old_elderly,M000318,a person bends forward and picks up an object in their left hand.,2,0.74952686,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M000318.txt
181,old_elderly,011358,a person carefully sits down in a swaying motion,0,0.7493353,/Data/yash.bhardwaj/datasets/HumanML3D/texts/011358.txt
182,old_elderly,M011358,a person carefully sits down in a swaying motion,0,0.7493353,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M011358.txt
183,old_elderly,M012600,a person has left arm up to push something away,1,0.749228,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M012600.txt
184,old_elderly,004475,"a person quickly scrambles around, moving its arms as it goes",0,0.74899626,/Data/yash.bhardwaj/datasets/HumanML3D/texts/004475.txt
185,old_elderly,M004475,"a person quickly scrambles around, moving its arms as it goes",0,0.74899626,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M004475.txt
186,old_elderly,M002712,"a person lowers their arms, then uses their left hand to push an object to the side.",2,0.74878323,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M002712.txt
187,old_elderly,007281,"a person bends over slightly and picks something up on their left side, and puts it down on their right side",2,0.7484414,/Data/yash.bhardwaj/datasets/HumanML3D/texts/007281.txt
188,old_elderly,M001162,a person lifts an object and moves it from right to left and set it back down,2,0.7483473,/Data/yash.bhardwaj/datasets/HumanML3D/texts/M001162.txt
189,old_elderly,008614,a person leans forward then hops back trying to catch something,1,0.74737346,/Data/yash.bhardwaj/datasets/HumanML3D/texts/008614.txt
