motion_id,style,caption,source_file
035459,robot_mechanical,"a person looks to their left, then to their right, then back a little farther to the left while slightly twisting.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035459.txt
M035459,robot_mechanical,a person moves their hands together in a horizontal figure eight in front of them.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035459.txt
035460,robot_mechanical,a person looks to be shaking someones hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035460.txt
M035460,robot_mechanical,the person is punching something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035460.txt
035461,robot_mechanical,person walks forward and then turns around and walks the other way stopping to reach something and then walks forward again and then turns around and walks the other way.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035461.txt
M035461,robot_mechanical,a person is walking forward while holding something in his left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035461.txt
035462,robot_mechanical,the person is walking around and dancing.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035462.txt
M035462,robot_mechanical,the person is walking towards the right around in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035462.txt
035463,robot_mechanical,"a person is pushing something clockwise in a circle, stops and picks something up and tosses it.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035463.txt
M035463,robot_mechanical,"a person walks in a circle motion with their hands up, infront of them.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035463.txt
035464,robot_mechanical,a person is walking while holding a hand rail,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035464.txt
M035464,robot_mechanical,the person is walking around with a stomach ache.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035464.txt
035465,robot_mechanical,a person walks in a circle clockwise while holding something up to their left ear.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035465.txt
M035465,robot_mechanical,the person is walking around thinking about something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035465.txt
035466,robot_mechanical,a person is walking while pushing something,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035466.txt
M035466,robot_mechanical,a person carries something on their right shoulder.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035466.txt
035467,robot_mechanical,the person is walking around looking around for something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035467.txt
M035467,robot_mechanical,a person walks in a circle clockwise while holding something up to their left ear.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035467.txt
035468,robot_mechanical,a person pushes something in front of their face then raises their arms,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035468.txt
M035468,robot_mechanical,the person iswalking around looking for something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035468.txt
035469,robot_mechanical,"a person runs around in a circle in a counterclockwise motion, completing two laps total",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035469.txt
M035469,robot_mechanical,a person is doing a dance which involves shaking their hips.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035469.txt
035470,robot_mechanical,a person runs in a circle while facing the same direction,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035470.txt
M035470,robot_mechanical,"a person runs along the fence holding his phone in his left hand, then he stops and walks back",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035470.txt
035471,robot_mechanical,the person was standing up and sat down.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035471.txt
M035471,robot_mechanical,the person was turning around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035471.txt
035472,robot_mechanical,a person turning in a circle while using its left hand to cup the sound out of the person's mouth.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035472.txt
M035472,robot_mechanical,"a person turns around the opposite way, then walks in a zig-zag motion",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035472.txt
035473,robot_mechanical,a person took a slight step to the left and then they took a step to the right facing the camera.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035473.txt
M035473,robot_mechanical,"a person turns slightly to their left, then brings their left hand out in front of them.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035473.txt
035474,robot_mechanical,"a person looks to their left, then to their right, then back a little farther to the left while slightly twisting.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035474.txt
M035474,robot_mechanical,"a person, while standing, rubs their stomach with their left arm.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035474.txt
035475,robot_mechanical,a person does the macarena dance motions and then turns counter clockwise continuing the dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035475.txt
M035475,robot_mechanical,"a person lifts both hands toward their face, and tilts their upper body backwards.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035475.txt
035476,robot_mechanical,a person turns around in a counter clockwise circle before stopping at their original position.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035476.txt
M035476,robot_mechanical,a person turns around then walks forward oddly before turning around again.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035476.txt
035477,robot_mechanical,a person twisting side to side and spins clockwise to the left,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035477.txt
M035477,robot_mechanical,a person twisting side to side and spins clockwise to the left,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035477.txt
035478,robot_mechanical,a person 19 degrees in a circle while standing still,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035478.txt
M035478,robot_mechanical,a person is moving his hands around in the air.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035478.txt
035479,robot_mechanical,"a person is standing with hands by tops of legs, hands are together but not touching. hands move clockwise motion to above the head. then hands move counterclockwise back down. person then launches into a run in a forward but to the left run.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035479.txt
M035479,robot_mechanical,a person leans forward with their hands clasped together.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035479.txt
035480,robot_mechanical,a person looks as if they picked up an object and put it away,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035480.txt
M035480,robot_mechanical,a person doing the macarena dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035480.txt
035481,robot_mechanical,a person taps their left foot quickly and twitches their hands while sitting.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035481.txt
M035481,robot_mechanical,a person makes a circular rubbing motion with their right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035481.txt
035482,robot_mechanical,a person makes a circular rubbing motion with their left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035482.txt
M035482,robot_mechanical,a person raised the right hand,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035482.txt
035483,robot_mechanical,a person rubs his hand down the front of his body.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035483.txt
M035483,robot_mechanical,someone with their arms to their side walks one step front-left before stopping.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035483.txt
035484,robot_mechanical,"person has arms starting upward near the head and suddenly lets them drop, the right one dropping all of the way adn the left one dropping only halfway as it looks to be holding a cup or some item that is similar",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035484.txt
M035484,robot_mechanical,a person rubs his hand down the front of his body.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035484.txt
035485,robot_mechanical,the person moves their right hand around their chest in a clockwise circular motion and lets it fall to his side.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035485.txt
M035485,robot_mechanical,the person is standing still with his arms crossed.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035485.txt
035486,robot_mechanical,a person rubs his hand down the front of his body.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035486.txt
M035486,robot_mechanical,a person rubs his hand down the front of his body.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035486.txt
035487,robot_mechanical,a person quickly rubs their fingers together before lowering their arms and then raising their red arm to motion to somebody to stop.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035487.txt
M035487,robot_mechanical,"person has arms starting upward near the head and suddenly lets them drop, the left one dropping all of the way adn the right one dropping only halfway as it looks to be holding a cup or some item that is similar",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035487.txt
035488,robot_mechanical,the person is standing still and moves their left hand around as if to clean or dry something.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035488.txt
M035488,robot_mechanical,a person adjusts his crotch with his left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035488.txt
035489,robot_mechanical,the person is standing still and moves their left hand around as if to play drums.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035489.txt
M035489,robot_mechanical,a person makes a circular rubbing motion with their right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035489.txt
035490,robot_mechanical,a person makes a circular rubbing motion with their left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035490.txt
M035490,robot_mechanical,a person adjusts his crotch with his right hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035490.txt
035491,robot_mechanical,a person runs while sidestepping back and forth,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035491.txt
M035491,robot_mechanical,a person skips to the right then skips to the left then skips to the right again.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035491.txt
035492,robot_mechanical,a person is moving their hands around walking forward and backward and around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035492.txt
M035492,robot_mechanical,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035492.txt
035493,robot_mechanical,a person is moving hands around walking forward and backward and around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035493.txt
M035493,robot_mechanical,"the person is moving sideways slowly almost as if crawling. when he reaches the end, he continues the way he started",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035493.txt
035494,robot_mechanical,a person jogs in a counterclockwise circle with their hands bent in front of them moving forward and backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035494.txt
M035494,robot_mechanical,person runs straight ahead then walks back,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035494.txt
035495,robot_mechanical,the person is walking like he’s drunk.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035495.txt
M035495,robot_mechanical,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035495.txt
035496,robot_mechanical,person runs straight ahead then walks back,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035496.txt
M035496,robot_mechanical,someone is dancing by kicking their legs foward and stepping back. they are also moving their arms back and forth.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035496.txt
035497,robot_mechanical,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035497.txt
M035497,robot_mechanical,person is walking in a circle,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035497.txt
035498,robot_mechanical,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035498.txt
M035498,robot_mechanical,person runs straight ahead then walks back,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035498.txt
035499,robot_mechanical,the person hops back and forth on each foot and moves their hands around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035499.txt
M035499,robot_mechanical,a person runs on the spot.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035499.txt
035500,robot_mechanical,a person bounces in places alternating feet.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035500.txt
M035500,robot_mechanical,a person runs on the spot.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035500.txt
035501,robot_mechanical,a person slides to the right and then waves his hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035501.txt
M035501,robot_mechanical,a person rocks side to side while holding their arms out in front of them,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035501.txt
035502,robot_mechanical,the person was turning around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035502.txt
M035502,robot_mechanical,a person washes windows,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035502.txt
035503,robot_mechanical,a person leans to the side and moves their hands around in front of their chest.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035503.txt
M035503,robot_mechanical,a person slowly stumbles forward while holding his stomach,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035503.txt
035504,robot_mechanical,a person nervously looks from side to side while holding their hands near their chest.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035504.txt
M035504,robot_mechanical,a person slowly stumbles forward while holding his stomach,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035504.txt
035505,robot_mechanical,a person starts walking in anti clockwise direction and starts running and stops.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035505.txt
M035505,robot_mechanical,a person leans forward and claps their hand to their mouth to cough.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035505.txt
035506,robot_mechanical,a person grabbed something and lean in near to face,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035506.txt
M035506,robot_mechanical,a person looks around while walking in a counterclockwise circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035506.txt
035507,robot_mechanical,a person grabbed something and put it somewhere,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035507.txt
M035507,robot_mechanical,hand shake with left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035507.txt
035508,robot_mechanical,a person doing the dancing in the rain dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035508.txt
M035508,robot_mechanical,a person grabbed something and lean in near to face,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035508.txt
035509,robot_mechanical,"a person moves their hands out in front of them 2 times each starting with the right hand and moving to the left, this action is repeated for the duration of the video.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035509.txt
M035509,robot_mechanical,"a person bends down and grabs something with their left arm, turns around and walks a few feet, then uses the item on something.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035509.txt
035510,robot_mechanical,"a person lunges forward and jumps off of their right foot into the air, and then stays suspended in the air",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035510.txt
M035510,robot_mechanical,the person was just doing a speech and then he lean forward.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035510.txt
035511,robot_mechanical,a person holds something in their right arm and strokes it with their left hand.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035511.txt
M035511,robot_mechanical,a person slowly turns forward and turns around.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035511.txt
035512,robot_mechanical,"a person holds their hands out in front of them, and makes short, rapid chopping motions with their right hand,",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035512.txt
M035512,robot_mechanical,moving arms up and down near chest.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035512.txt
035513,robot_mechanical,a person frames their mouth like they are holding a discocular.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035513.txt
M035513,robot_mechanical,"a person leans to their left, then claps their hands together out and to the left as if to squish a bug",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035513.txt
035514,robot_mechanical,"a person is dancing by bending back, putting their arms out in front of them, and then jumping and turning to repeat the dance.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035514.txt
M035514,robot_mechanical,a person seems to be dancing with their arms as if they were a clown or doing an act,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035514.txt
035515,robot_mechanical,a person dancing in the style of waltz,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035515.txt
M035515,robot_mechanical,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035515.txt
035516,robot_mechanical,"a person dances by swaying their hips, moving their arms up and down, and by stepping forward, backward, and turning",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035516.txt
M035516,robot_mechanical,a person dances while moving their arms.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035516.txt
035517,robot_mechanical,the person is doing a macarena dance.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035517.txt
M035517,robot_mechanical,"a person turns to his left, grabs a broom and begins pushing the broom.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035517.txt
035518,robot_mechanical,"a person appears to be boxing the air and then walks forward and back,.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035518.txt
M035518,robot_mechanical,a person shifts their weight from foot to foot while making punching motions with one arm at a time.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035518.txt
035519,robot_mechanical,a person dances around the room,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035519.txt
M035519,robot_mechanical,a person dances with a partner.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035519.txt
035520,robot_mechanical,a person hops in place while putting their arms out.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/035520.txt
M035520,robot_mechanical,"a person leans on their right foot and rotates their left shoulder back, looking up and to the left.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M035520.txt
036361,robot_mechanical,"a person walks backwards, turns around then walks backwards again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036361.txt
M036361,robot_mechanical,the person is walking backwards.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036361.txt
036362,robot_mechanical,running in a circle.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036362.txt
M036362,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036362.txt
036363,robot_mechanical,"a person walks backwards, turns around then walks backwards again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036363.txt
M036363,robot_mechanical,a person slowly moved in left and right direction,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036363.txt
036364,robot_mechanical,the person is walking back-and-forth sideways.,/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036364.txt
M036364,robot_mechanical,"a person walks backwards, turns around then walks backwards again.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/M036364.txt
036365,robot_mechanical,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",/Data/yash.bhardwaj/datasets/Retargeted100Style/RETARGETED_100STYLE/texts/036365.txt
